date,DayOfWeek,Month,Quarter,Year,DateKey
2014-01-06,Monday,January,1,2014,20140106
2014-01-05,Sunday,January,1,2014,20140105
2014-01-04,Saturday,January,1,2014,20140104
2014-01-03,Friday,January,1,2014,20140103
2014-01-02,Thursday,January,1,2014,20140102
2014-01-01,Wednesday,January,1,2014,20140101
2015-01-31,Saturday,January,1,2015,20150131
2015-01-30,Friday,January,1,2015,20150130
2015-01-29,Thursday,January,1,2015,20150129
2015-01-28,Wednesday,January,1,2015,20150128
2015-01-27,Tuesday,January,1,2015,20150127
2015-01-26,Monday,January,1,2015,20150126
2015-01-25,Sunday,January,1,2015,20150125
2015-01-24,Saturday,January,1,2015,20150124
2015-01-23,Friday,January,1,2015,20150123
2015-01-22,Thursday,January,1,2015,20150122
2015-01-21,Wednesday,January,1,2015,20150121
2015-01-20,Tuesday,January,1,2015,20150120
2015-01-19,Monday,January,1,2015,20150119
2015-01-18,Sunday,January,1,2015,20150118
2015-01-17,Saturday,January,1,2015,20150117
2015-01-16,Friday,January,1,2015,20150116
2015-01-15,Thursday,January,1,2015,20150115
2015-01-14,Wednesday,January,1,2015,20150114
2015-01-13,Tuesday,January,1,2015,20150113
2015-01-12,Monday,January,1,2015,20150112
2015-01-11,Sunday,January,1,2015,20150111
2015-01-10,Saturday,January,1,2015,20150110
2015-01-09,Friday,January,1,2015,20150109
2015-01-08,Thursday,January,1,2015,20150108
2015-01-07,Wednesday,January,1,2015,20150107
2015-01-06,Tuesday,January,1,2015,20150106
2015-01-05,Monday,January,1,2015,20150105
2015-01-04,Sunday,January,1,2015,20150104
2015-01-03,Saturday,January,1,2015,20150103
2015-01-02,Friday,January,1,2015,20150102
2015-01-01,Thursday,January,1,2015,20150101
2016-01-31,Sunday,January,1,2016,20160131
2016-01-30,Saturday,January,1,2016,20160130
2016-01-29,Friday,January,1,2016,20160129
2016-01-28,Thursday,January,1,2016,20160128
2016-01-27,Wednesday,January,1,2016,20160127
2016-01-26,Tuesday,January,1,2016,20160126
2016-01-25,Monday,January,1,2016,20160125
2016-01-24,Sunday,January,1,2016,20160124
2016-01-23,Saturday,January,1,2016,20160123
2016-01-22,Friday,January,1,2016,20160122
2016-01-21,Thursday,January,1,2016,20160121
2016-01-20,Wednesday,January,1,2016,20160120
2016-01-19,Tuesday,January,1,2016,20160119
2016-01-18,Monday,January,1,2016,20160118
2016-01-17,Sunday,January,1,2016,20160117
2016-01-16,Saturday,January,1,2016,20160116
2016-01-15,Friday,January,1,2016,20160115
2016-01-14,Thursday,January,1,2016,20160114
2016-01-13,Wednesday,January,1,2016,20160113
2016-01-12,Tuesday,January,1,2016,20160112
2016-01-11,Monday,January,1,2016,20160111
2016-01-10,Sunday,January,1,2016,20160110
2016-01-09,Saturday,January,1,2016,20160109
2016-01-08,Friday,January,1,2016,20160108
2016-01-07,Thursday,January,1,2016,20160107
2016-01-06,Wednesday,January,1,2016,20160106
2016-01-05,Tuesday,January,1,2016,20160105
2016-01-04,Monday,January,1,2016,20160104
2016-01-03,Sunday,January,1,2016,20160103
2016-01-02,Saturday,January,1,2016,20160102
2016-01-01,Friday,January,1,2016,20160101
2017-01-31,Tuesday,January,1,2017,20170131
2017-01-30,Monday,January,1,2017,20170130
2017-01-29,Sunday,January,1,2017,20170129
2017-01-28,Saturday,January,1,2017,20170128
2017-01-27,Friday,January,1,2017,20170127
2017-01-26,Thursday,January,1,2017,20170126
2017-01-25,Wednesday,January,1,2017,20170125
2017-01-24,Tuesday,January,1,2017,20170124
2017-01-23,Monday,January,1,2017,20170123
2017-01-22,Sunday,January,1,2017,20170122
2017-01-21,Saturday,January,1,2017,20170121
2017-01-20,Friday,January,1,2017,20170120
2017-01-19,Thursday,January,1,2017,20170119
2017-01-18,Wednesday,January,1,2017,20170118
2017-01-17,Tuesday,January,1,2017,20170117
2017-01-16,Monday,January,1,2017,20170116
2017-01-15,Sunday,January,1,2017,20170115
2017-01-14,Saturday,January,1,2017,20170114
2017-01-13,Friday,January,1,2017,20170113
2017-01-12,Thursday,January,1,2017,20170112
2017-01-11,Wednesday,January,1,2017,20170111
2017-01-10,Tuesday,January,1,2017,20170110
2017-01-09,Monday,January,1,2017,20170109
2017-01-08,Sunday,January,1,2017,20170108
2017-01-07,Saturday,January,1,2017,20170107
2017-01-06,Friday,January,1,2017,20170106
2017-01-05,Thursday,January,1,2017,20170105
2017-01-04,Wednesday,January,1,2017,20170104
2017-01-03,Tuesday,January,1,2017,20170103
2017-01-02,Monday,January,1,2017,20170102
2017-01-01,Sunday,January,1,2017,20170101
2009-11-30,Monday,November,4,2009,20091130
2009-11-29,Sunday,November,4,2009,20091129
2009-11-28,Saturday,November,4,2009,20091128
2009-11-27,Friday,November,4,2009,20091127
2009-11-26,Thursday,November,4,2009,20091126
2009-11-25,Wednesday,November,4,2009,20091125
2009-11-24,Tuesday,November,4,2009,20091124
2009-11-23,Monday,November,4,2009,20091123
2009-11-22,Sunday,November,4,2009,20091122
2009-11-21,Saturday,November,4,2009,20091121
2009-11-20,Friday,November,4,2009,20091120
2009-11-19,Thursday,November,4,2009,20091119
2009-11-18,Wednesday,November,4,2009,20091118
2009-11-17,Tuesday,November,4,2009,20091117
2009-11-16,Monday,November,4,2009,20091116
2009-11-15,Sunday,November,4,2009,20091115
2009-11-14,Saturday,November,4,2009,20091114
2009-11-13,Friday,November,4,2009,20091113
2009-11-12,Thursday,November,4,2009,20091112
2009-11-11,Wednesday,November,4,2009,20091111
2009-11-10,Tuesday,November,4,2009,20091110
2009-11-09,Monday,November,4,2009,20091109
2009-11-08,Sunday,November,4,2009,20091108
2009-11-07,Saturday,November,4,2009,20091107
2009-11-06,Friday,November,4,2009,20091106
2009-11-05,Thursday,November,4,2009,20091105
2009-11-04,Wednesday,November,4,2009,20091104
2009-11-03,Tuesday,November,4,2009,20091103
2009-11-02,Monday,November,4,2009,20091102
2009-11-01,Sunday,November,4,2009,20091101
2010-12-31,Friday,December,4,2010,20101231
2010-12-30,Thursday,December,4,2010,20101230
2010-12-29,Wednesday,December,4,2010,20101229
2010-12-28,Tuesday,December,4,2010,20101228
2010-12-27,Monday,December,4,2010,20101227
2010-12-26,Sunday,December,4,2010,20101226
2010-12-25,Saturday,December,4,2010,20101225
2010-12-24,Friday,December,4,2010,20101224
2010-12-23,Thursday,December,4,2010,20101223
2010-12-22,Wednesday,December,4,2010,20101222
2010-12-21,Tuesday,December,4,2010,20101221
2010-12-20,Monday,December,4,2010,20101220
2010-12-19,Sunday,December,4,2010,20101219
2010-12-18,Saturday,December,4,2010,20101218
2010-12-17,Friday,December,4,2010,20101217
2010-12-16,Thursday,December,4,2010,20101216
2010-12-15,Wednesday,December,4,2010,20101215
2010-12-14,Tuesday,December,4,2010,20101214
2010-12-13,Monday,December,4,2010,20101213
2010-12-12,Sunday,December,4,2010,20101212
2010-12-11,Saturday,December,4,2010,20101211
2010-12-10,Friday,December,4,2010,20101210
2010-12-09,Thursday,December,4,2010,20101209
2010-12-08,Wednesday,December,4,2010,20101208
2010-12-07,Tuesday,December,4,2010,20101207
2010-12-06,Monday,December,4,2010,20101206
2010-12-05,Sunday,December,4,2010,20101205
2010-12-04,Saturday,December,4,2010,20101204
2010-12-03,Friday,December,4,2010,20101203
2010-12-02,Thursday,December,4,2010,20101202
2010-12-01,Wednesday,December,4,2010,20101201
2011-12-31,Saturday,December,4,2011,20111231
2011-12-30,Friday,December,4,2011,20111230
2011-12-29,Thursday,December,4,2011,20111229
2011-12-28,Wednesday,December,4,2011,20111228
2011-12-27,Tuesday,December,4,2011,20111227
2011-12-26,Monday,December,4,2011,20111226
2011-12-25,Sunday,December,4,2011,20111225
2011-12-24,Saturday,December,4,2011,20111224
2011-12-23,Friday,December,4,2011,20111223
2011-12-22,Thursday,December,4,2011,20111222
2011-12-21,Wednesday,December,4,2011,20111221
2011-12-20,Tuesday,December,4,2011,20111220
2011-12-19,Monday,December,4,2011,20111219
2011-12-18,Sunday,December,4,2011,20111218
2011-12-17,Saturday,December,4,2011,20111217
2011-12-16,Friday,December,4,2011,20111216
2011-12-15,Thursday,December,4,2011,20111215
2011-12-14,Wednesday,December,4,2011,20111214
2011-12-13,Tuesday,December,4,2011,20111213
2011-12-12,Monday,December,4,2011,20111212
2011-12-11,Sunday,December,4,2011,20111211
2011-12-10,Saturday,December,4,2011,20111210
2011-12-09,Friday,December,4,2011,20111209
2011-12-08,Thursday,December,4,2011,20111208
2011-12-07,Wednesday,December,4,2011,20111207
2011-12-06,Tuesday,December,4,2011,20111206
2011-12-05,Monday,December,4,2011,20111205
2011-12-04,Sunday,December,4,2011,20111204
2011-12-03,Saturday,December,4,2011,20111203
2011-12-02,Friday,December,4,2011,20111202
2011-12-01,Thursday,December,4,2011,20111201
2012-12-31,Monday,December,4,2012,20121231
2012-12-30,Sunday,December,4,2012,20121230
2012-12-29,Saturday,December,4,2012,20121229
2012-12-28,Friday,December,4,2012,20121228
2012-12-27,Thursday,December,4,2012,20121227
2012-12-26,Wednesday,December,4,2012,20121226
2012-12-25,Tuesday,December,4,2012,20121225
2012-12-24,Monday,December,4,2012,20121224
2012-12-23,Sunday,December,4,2012,20121223
2012-12-22,Saturday,December,4,2012,20121222
2012-12-21,Friday,December,4,2012,20121221
2012-12-20,Thursday,December,4,2012,20121220
2012-12-19,Wednesday,December,4,2012,20121219
2012-12-18,Tuesday,December,4,2012,20121218
2012-12-17,Monday,December,4,2012,20121217
2012-12-16,Sunday,December,4,2012,20121216
2012-12-15,Saturday,December,4,2012,20121215
2012-12-14,Friday,December,4,2012,20121214
2012-12-13,Thursday,December,4,2012,20121213
2012-12-12,Wednesday,December,4,2012,20121212
2012-12-11,Tuesday,December,4,2012,20121211
2012-12-10,Monday,December,4,2012,20121210
2012-12-09,Sunday,December,4,2012,20121209
2012-12-08,Saturday,December,4,2012,20121208
2012-12-07,Friday,December,4,2012,20121207
2012-12-06,Thursday,December,4,2012,20121206
2012-12-05,Wednesday,December,4,2012,20121205
2012-12-04,Tuesday,December,4,2012,20121204
2012-12-03,Monday,December,4,2012,20121203
2012-12-02,Sunday,December,4,2012,20121202
2012-12-01,Saturday,December,4,2012,20121201
2013-12-31,Tuesday,December,4,2013,20131231
2013-12-30,Monday,December,4,2013,20131230
2013-12-29,Sunday,December,4,2013,20131229
2013-12-28,Saturday,December,4,2013,20131228
2013-12-27,Friday,December,4,2013,20131227
2013-12-26,Thursday,December,4,2013,20131226
2013-12-25,Wednesday,December,4,2013,20131225
2013-12-24,Tuesday,December,4,2013,20131224
2013-12-23,Monday,December,4,2013,20131223
2013-12-22,Sunday,December,4,2013,20131222
2013-12-21,Saturday,December,4,2013,20131221
2013-12-20,Friday,December,4,2013,20131220
2013-12-19,Thursday,December,4,2013,20131219
2013-12-18,Wednesday,December,4,2013,20131218
2013-12-17,Tuesday,December,4,2013,20131217
2013-12-16,Monday,December,4,2013,20131216
2013-12-15,Sunday,December,4,2013,20131215
2013-12-14,Saturday,December,4,2013,20131214
2013-12-13,Friday,December,4,2013,20131213
2013-12-12,Thursday,December,4,2013,20131212
2013-12-11,Wednesday,December,4,2013,20131211
2013-12-10,Tuesday,December,4,2013,20131210
2013-12-09,Monday,December,4,2013,20131209
2013-12-08,Sunday,December,4,2013,20131208
2013-12-07,Saturday,December,4,2013,20131207
2013-12-06,Friday,December,4,2013,20131206
2013-12-05,Thursday,December,4,2013,20131205
2013-12-04,Wednesday,December,4,2013,20131204
2013-12-03,Tuesday,December,4,2013,20131203
2013-12-02,Monday,December,4,2013,20131202
2013-12-01,Sunday,December,4,2013,20131201
2014-12-31,Wednesday,December,4,2014,20141231
2014-12-30,Tuesday,December,4,2014,20141230
2014-12-29,Monday,December,4,2014,20141229
2014-12-28,Sunday,December,4,2014,20141228
2014-12-27,Saturday,December,4,2014,20141227
2014-12-26,Friday,December,4,2014,20141226
2014-12-25,Thursday,December,4,2014,20141225
2014-12-24,Wednesday,December,4,2014,20141224
2014-12-23,Tuesday,December,4,2014,20141223
2014-12-22,Monday,December,4,2014,20141222
2014-12-21,Sunday,December,4,2014,20141221
2014-12-20,Saturday,December,4,2014,20141220
2014-12-19,Friday,December,4,2014,20141219
2014-12-18,Thursday,December,4,2014,20141218
2014-12-17,Wednesday,December,4,2014,20141217
2014-12-16,Tuesday,December,4,2014,20141216
2014-12-15,Monday,December,4,2014,20141215
2014-12-14,Sunday,December,4,2014,20141214
2014-12-13,Saturday,December,4,2014,20141213
2014-12-12,Friday,December,4,2014,20141212
2014-12-11,Thursday,December,4,2014,20141211
2014-12-10,Wednesday,December,4,2014,20141210
2014-12-09,Tuesday,December,4,2014,20141209
2014-12-08,Monday,December,4,2014,20141208
2014-12-07,Sunday,December,4,2014,20141207
2014-12-06,Saturday,December,4,2014,20141206
2014-12-05,Friday,December,4,2014,20141205
2014-12-04,Thursday,December,4,2014,20141204
2014-12-03,Wednesday,December,4,2014,20141203
2014-12-02,Tuesday,December,4,2014,20141202
2014-12-01,Monday,December,4,2014,20141201
2015-12-31,Thursday,December,4,2015,20151231
2015-12-30,Wednesday,December,4,2015,20151230
2015-12-29,Tuesday,December,4,2015,20151229
2015-12-28,Monday,December,4,2015,20151228
2015-12-27,Sunday,December,4,2015,20151227
2015-12-26,Saturday,December,4,2015,20151226
2015-12-25,Friday,December,4,2015,20151225
2015-12-24,Thursday,December,4,2015,20151224
2015-12-23,Wednesday,December,4,2015,20151223
2015-12-22,Tuesday,December,4,2015,20151222
2015-12-21,Monday,December,4,2015,20151221
2015-12-20,Sunday,December,4,2015,20151220
2015-12-19,Saturday,December,4,2015,20151219
2015-12-18,Friday,December,4,2015,20151218
2015-12-17,Thursday,December,4,2015,20151217
2015-12-16,Wednesday,December,4,2015,20151216
2015-12-15,Tuesday,December,4,2015,20151215
2015-12-14,Monday,December,4,2015,20151214
2015-12-13,Sunday,December,4,2015,20151213
2015-12-12,Saturday,December,4,2015,20151212
2015-12-11,Friday,December,4,2015,20151211
2015-12-10,Thursday,December,4,2015,20151210
2015-12-09,Wednesday,December,4,2015,20151209
2015-12-08,Tuesday,December,4,2015,20151208
2015-12-07,Monday,December,4,2015,20151207
2015-12-06,Sunday,December,4,2015,20151206
2015-12-05,Saturday,December,4,2015,20151205
2015-12-04,Friday,December,4,2015,20151204
2015-12-03,Thursday,December,4,2015,20151203
2015-12-02,Wednesday,December,4,2015,20151202
2015-12-01,Tuesday,December,4,2015,20151201
2016-12-31,Saturday,December,4,2016,20161231
2016-12-30,Friday,December,4,2016,20161230
2016-12-29,Thursday,December,4,2016,20161229
2016-12-28,Wednesday,December,4,2016,20161228
2016-12-27,Tuesday,December,4,2016,20161227
2016-12-26,Monday,December,4,2016,20161226
2016-12-25,Sunday,December,4,2016,20161225
2016-12-24,Saturday,December,4,2016,20161224
2016-12-23,Friday,December,4,2016,20161223
2016-12-22,Thursday,December,4,2016,20161222
2016-12-21,Wednesday,December,4,2016,20161221
2016-12-20,Tuesday,December,4,2016,20161220
2016-12-19,Monday,December,4,2016,20161219
2016-12-18,Sunday,December,4,2016,20161218
2016-12-17,Saturday,December,4,2016,20161217
2016-12-16,Friday,December,4,2016,20161216
2016-12-15,Thursday,December,4,2016,20161215
2016-12-14,Wednesday,December,4,2016,20161214
2016-12-13,Tuesday,December,4,2016,20161213
2016-12-12,Monday,December,4,2016,20161212
2016-12-11,Sunday,December,4,2016,20161211
2016-12-10,Saturday,December,4,2016,20161210
2016-12-09,Friday,December,4,2016,20161209
2016-12-08,Thursday,December,4,2016,20161208
2016-12-07,Wednesday,December,4,2016,20161207
2016-12-06,Tuesday,December,4,2016,20161206
2016-12-05,Monday,December,4,2016,20161205
2016-12-04,Sunday,December,4,2016,20161204
2016-12-03,Saturday,December,4,2016,20161203
2016-12-02,Friday,December,4,2016,20161202
2016-12-01,Thursday,December,4,2016,20161201
2009-12-31,Thursday,December,4,2009,20091231
2009-12-30,Wednesday,December,4,2009,20091230
2009-12-29,Tuesday,December,4,2009,20091229
2009-12-28,Monday,December,4,2009,20091228
2009-12-27,Sunday,December,4,2009,20091227
2009-12-26,Saturday,December,4,2009,20091226
2009-12-25,Friday,December,4,2009,20091225
2009-12-24,Thursday,December,4,2009,20091224
2009-12-23,Wednesday,December,4,2009,20091223
2009-12-22,Tuesday,December,4,2009,20091222
2009-12-21,Monday,December,4,2009,20091221
2009-12-20,Sunday,December,4,2009,20091220
2009-12-19,Saturday,December,4,2009,20091219
2009-12-18,Friday,December,4,2009,20091218
2009-12-17,Thursday,December,4,2009,20091217
2009-12-16,Wednesday,December,4,2009,20091216
2009-12-15,Tuesday,December,4,2009,20091215
2009-12-14,Monday,December,4,2009,20091214
2009-12-13,Sunday,December,4,2009,20091213
2009-12-12,Saturday,December,4,2009,20091212
2009-12-11,Friday,December,4,2009,20091211
2009-12-10,Thursday,December,4,2009,20091210
2009-12-09,Wednesday,December,4,2009,20091209
2009-12-08,Tuesday,December,4,2009,20091208
2009-12-07,Monday,December,4,2009,20091207
2009-12-06,Sunday,December,4,2009,20091206
2009-12-05,Saturday,December,4,2009,20091205
2009-12-04,Friday,December,4,2009,20091204
2009-12-03,Thursday,December,4,2009,20091203
2009-12-02,Wednesday,December,4,2009,20091202
2009-12-01,Tuesday,December,4,2009,20091201
2009-01-31,Saturday,January,1,2009,20090131
2009-01-30,Friday,January,1,2009,20090130
2009-01-29,Thursday,January,1,2009,20090129
2009-01-28,Wednesday,January,1,2009,20090128
2009-01-27,Tuesday,January,1,2009,20090127
2009-01-26,Monday,January,1,2009,20090126
2009-01-25,Sunday,January,1,2009,20090125
2009-01-24,Saturday,January,1,2009,20090124
2009-01-23,Friday,January,1,2009,20090123
2009-01-22,Thursday,January,1,2009,20090122
2009-01-21,Wednesday,January,1,2009,20090121
2009-01-20,Tuesday,January,1,2009,20090120
2009-01-19,Monday,January,1,2009,20090119
2009-01-18,Sunday,January,1,2009,20090118
2009-01-17,Saturday,January,1,2009,20090117
2009-01-16,Friday,January,1,2009,20090116
2009-01-15,Thursday,January,1,2009,20090115
2009-01-14,Wednesday,January,1,2009,20090114
2009-01-13,Tuesday,January,1,2009,20090113
2009-01-12,Monday,January,1,2009,20090112
2009-01-11,Sunday,January,1,2009,20090111
2009-01-10,Saturday,January,1,2009,20090110
2009-01-09,Friday,January,1,2009,20090109
2009-01-08,Thursday,January,1,2009,20090108
2009-01-07,Wednesday,January,1,2009,20090107
2009-01-06,Tuesday,January,1,2009,20090106
2009-01-05,Monday,January,1,2009,20090105
2009-01-04,Sunday,January,1,2009,20090104
2009-01-03,Saturday,January,1,2009,20090103
2009-01-02,Friday,January,1,2009,20090102
2009-01-01,Thursday,January,1,2009,20090101
2010-02-28,Sunday,February,1,2010,20100228
2010-02-27,Saturday,February,1,2010,20100227
2010-02-26,Friday,February,1,2010,20100226
2010-02-25,Thursday,February,1,2010,20100225
2010-02-24,Wednesday,February,1,2010,20100224
2010-02-23,Tuesday,February,1,2010,20100223
2010-02-22,Monday,February,1,2010,20100222
2010-02-21,Sunday,February,1,2010,20100221
2010-02-20,Saturday,February,1,2010,20100220
2010-02-19,Friday,February,1,2010,20100219
2010-02-18,Thursday,February,1,2010,20100218
2010-02-17,Wednesday,February,1,2010,20100217
2010-02-16,Tuesday,February,1,2010,20100216
2010-02-15,Monday,February,1,2010,20100215
2010-02-14,Sunday,February,1,2010,20100214
2010-02-13,Saturday,February,1,2010,20100213
2010-02-12,Friday,February,1,2010,20100212
2010-02-11,Thursday,February,1,2010,20100211
2010-02-10,Wednesday,February,1,2010,20100210
2010-02-09,Tuesday,February,1,2010,20100209
2010-02-08,Monday,February,1,2010,20100208
2010-02-07,Sunday,February,1,2010,20100207
2010-02-06,Saturday,February,1,2010,20100206
2010-02-05,Friday,February,1,2010,20100205
2010-02-04,Thursday,February,1,2010,20100204
2010-02-03,Wednesday,February,1,2010,20100203
2010-02-02,Tuesday,February,1,2010,20100202
2010-02-01,Monday,February,1,2010,20100201
2011-02-28,Monday,February,1,2011,20110228
2011-02-27,Sunday,February,1,2011,20110227
2011-02-26,Saturday,February,1,2011,20110226
2011-02-25,Friday,February,1,2011,20110225
2011-02-24,Thursday,February,1,2011,20110224
2011-02-23,Wednesday,February,1,2011,20110223
2011-02-22,Tuesday,February,1,2011,20110222
2011-02-21,Monday,February,1,2011,20110221
2011-02-20,Sunday,February,1,2011,20110220
2011-02-19,Saturday,February,1,2011,20110219
2011-02-18,Friday,February,1,2011,20110218
2011-02-17,Thursday,February,1,2011,20110217
2011-02-16,Wednesday,February,1,2011,20110216
2011-02-15,Tuesday,February,1,2011,20110215
2011-02-14,Monday,February,1,2011,20110214
2011-02-13,Sunday,February,1,2011,20110213
2011-02-12,Saturday,February,1,2011,20110212
2011-02-11,Friday,February,1,2011,20110211
2011-02-10,Thursday,February,1,2011,20110210
2011-02-09,Wednesday,February,1,2011,20110209
2011-02-08,Tuesday,February,1,2011,20110208
2011-02-07,Monday,February,1,2011,20110207
2011-02-06,Sunday,February,1,2011,20110206
2011-02-05,Saturday,February,1,2011,20110205
2011-02-04,Friday,February,1,2011,20110204
2011-02-03,Thursday,February,1,2011,20110203
2011-02-02,Wednesday,February,1,2011,20110202
2011-02-01,Tuesday,February,1,2011,20110201
2012-02-29,Wednesday,February,1,2012,20120229
2012-02-28,Tuesday,February,1,2012,20120228
2012-02-27,Monday,February,1,2012,20120227
2012-02-26,Sunday,February,1,2012,20120226
2012-02-25,Saturday,February,1,2012,20120225
2012-02-24,Friday,February,1,2012,20120224
2012-02-23,Thursday,February,1,2012,20120223
2012-02-22,Wednesday,February,1,2012,20120222
2012-02-21,Tuesday,February,1,2012,20120221
2012-02-20,Monday,February,1,2012,20120220
2012-02-19,Sunday,February,1,2012,20120219
2012-02-18,Saturday,February,1,2012,20120218
2012-02-17,Friday,February,1,2012,20120217
2012-02-16,Thursday,February,1,2012,20120216
2012-02-15,Wednesday,February,1,2012,20120215
2012-02-14,Tuesday,February,1,2012,20120214
2012-02-13,Monday,February,1,2012,20120213
2012-02-12,Sunday,February,1,2012,20120212
2012-02-11,Saturday,February,1,2012,20120211
2012-02-10,Friday,February,1,2012,20120210
2012-02-09,Thursday,February,1,2012,20120209
2012-02-08,Wednesday,February,1,2012,20120208
2012-02-07,Tuesday,February,1,2012,20120207
2012-02-06,Monday,February,1,2012,20120206
2012-02-05,Sunday,February,1,2012,20120205
2012-02-04,Saturday,February,1,2012,20120204
2012-02-03,Friday,February,1,2012,20120203
2012-02-02,Thursday,February,1,2012,20120202
2012-02-01,Wednesday,February,1,2012,20120201
2013-02-28,Thursday,February,1,2013,20130228
2013-02-27,Wednesday,February,1,2013,20130227
2013-02-26,Tuesday,February,1,2013,20130226
2013-02-25,Monday,February,1,2013,20130225
2013-02-24,Sunday,February,1,2013,20130224
2013-02-23,Saturday,February,1,2013,20130223
2013-02-22,Friday,February,1,2013,20130222
2013-02-21,Thursday,February,1,2013,20130221
2013-02-20,Wednesday,February,1,2013,20130220
2013-02-19,Tuesday,February,1,2013,20130219
2013-02-18,Monday,February,1,2013,20130218
2013-02-17,Sunday,February,1,2013,20130217
2013-02-16,Saturday,February,1,2013,20130216
2013-02-15,Friday,February,1,2013,20130215
2013-02-14,Thursday,February,1,2013,20130214
2013-02-13,Wednesday,February,1,2013,20130213
2013-02-12,Tuesday,February,1,2013,20130212
2013-02-11,Monday,February,1,2013,20130211
2013-02-10,Sunday,February,1,2013,20130210
2013-02-09,Saturday,February,1,2013,20130209
2013-02-08,Friday,February,1,2013,20130208
2013-02-07,Thursday,February,1,2013,20130207
2013-02-06,Wednesday,February,1,2013,20130206
2013-02-05,Tuesday,February,1,2013,20130205
2013-02-04,Monday,February,1,2013,20130204
2013-02-03,Sunday,February,1,2013,20130203
2013-02-02,Saturday,February,1,2013,20130202
2013-02-01,Friday,February,1,2013,20130201
2014-02-28,Friday,February,1,2014,20140228
2014-02-27,Thursday,February,1,2014,20140227
2014-02-26,Wednesday,February,1,2014,20140226
2014-02-25,Tuesday,February,1,2014,20140225
2014-02-24,Monday,February,1,2014,20140224
2014-02-23,Sunday,February,1,2014,20140223
2014-02-22,Saturday,February,1,2014,20140222
2014-02-21,Friday,February,1,2014,20140221
2014-02-20,Thursday,February,1,2014,20140220
2014-02-19,Wednesday,February,1,2014,20140219
2014-02-18,Tuesday,February,1,2014,20140218
2014-02-17,Monday,February,1,2014,20140217
2014-02-16,Sunday,February,1,2014,20140216
2014-02-15,Saturday,February,1,2014,20140215
2014-02-14,Friday,February,1,2014,20140214
2014-02-13,Thursday,February,1,2014,20140213
2014-02-12,Wednesday,February,1,2014,20140212
2014-02-11,Tuesday,February,1,2014,20140211
2014-02-10,Monday,February,1,2014,20140210
2014-02-09,Sunday,February,1,2014,20140209
2014-02-08,Saturday,February,1,2014,20140208
2014-02-07,Friday,February,1,2014,20140207
2014-02-06,Thursday,February,1,2014,20140206
2014-02-05,Wednesday,February,1,2014,20140205
2014-02-04,Tuesday,February,1,2014,20140204
2014-02-03,Monday,February,1,2014,20140203
2014-02-02,Sunday,February,1,2014,20140202
2014-02-01,Saturday,February,1,2014,20140201
2015-02-28,Saturday,February,1,2015,20150228
2015-02-27,Friday,February,1,2015,20150227
2015-02-26,Thursday,February,1,2015,20150226
2015-02-25,Wednesday,February,1,2015,20150225
2015-02-24,Tuesday,February,1,2015,20150224
2015-02-23,Monday,February,1,2015,20150223
2015-02-22,Sunday,February,1,2015,20150222
2015-02-21,Saturday,February,1,2015,20150221
2015-02-20,Friday,February,1,2015,20150220
2015-02-19,Thursday,February,1,2015,20150219
2015-02-18,Wednesday,February,1,2015,20150218
2015-02-17,Tuesday,February,1,2015,20150217
2015-02-16,Monday,February,1,2015,20150216
2015-02-15,Sunday,February,1,2015,20150215
2015-02-14,Saturday,February,1,2015,20150214
2015-02-13,Friday,February,1,2015,20150213
2015-02-12,Thursday,February,1,2015,20150212
2015-02-11,Wednesday,February,1,2015,20150211
2015-02-10,Tuesday,February,1,2015,20150210
2015-02-09,Monday,February,1,2015,20150209
2015-02-08,Sunday,February,1,2015,20150208
2015-02-07,Saturday,February,1,2015,20150207
2015-02-06,Friday,February,1,2015,20150206
2015-02-05,Thursday,February,1,2015,20150205
2015-02-04,Wednesday,February,1,2015,20150204
2015-02-03,Tuesday,February,1,2015,20150203
2015-02-02,Monday,February,1,2015,20150202
2015-02-01,Sunday,February,1,2015,20150201
2016-02-29,Monday,February,1,2016,20160229
2016-02-28,Sunday,February,1,2016,20160228
2016-02-27,Saturday,February,1,2016,20160227
2016-02-26,Friday,February,1,2016,20160226
2016-02-25,Thursday,February,1,2016,20160225
2016-02-24,Wednesday,February,1,2016,20160224
2016-02-23,Tuesday,February,1,2016,20160223
2016-02-22,Monday,February,1,2016,20160222
2016-02-21,Sunday,February,1,2016,20160221
2016-02-20,Saturday,February,1,2016,20160220
2016-02-19,Friday,February,1,2016,20160219
2016-02-18,Thursday,February,1,2016,20160218
2016-02-17,Wednesday,February,1,2016,20160217
2016-02-16,Tuesday,February,1,2016,20160216
2016-02-15,Monday,February,1,2016,20160215
2016-02-14,Sunday,February,1,2016,20160214
2016-02-13,Saturday,February,1,2016,20160213
2016-02-12,Friday,February,1,2016,20160212
2016-02-11,Thursday,February,1,2016,20160211
2016-02-10,Wednesday,February,1,2016,20160210
2016-02-09,Tuesday,February,1,2016,20160209
2016-02-08,Monday,February,1,2016,20160208
2016-02-07,Sunday,February,1,2016,20160207
2016-02-06,Saturday,February,1,2016,20160206
2016-02-05,Friday,February,1,2016,20160205
2016-02-04,Thursday,February,1,2016,20160204
2016-02-03,Wednesday,February,1,2016,20160203
2016-02-02,Tuesday,February,1,2016,20160202
2016-02-01,Monday,February,1,2016,20160201
2017-02-28,Tuesday,February,1,2017,20170228
